"Batch Code","Result File Name","Transaction ID","Consumer Number","Settlement Ref","UTR Number","Result Status","Exception Code","Variance Amount",Remarks,"Business Date","Business Month"
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6001,CN7001,,,EXCEPTION,MISSING_IN_TARGET,0.00,"Matching record not found.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6002,CN7002,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6003,CN7003,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6004,CN7004,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6005,CN7005,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN9002,CN9002,,,EXCEPTION,MISSING_IN_TARGET,0.00,"Matching record not found.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6007,CN7007,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6008,CN7008,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6009,CN7009,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6010,CN7010,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6011,CN7011,,,EXCEPTION,RULE_FAILED,0.00,"Rule evaluation failed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6012,CN7012,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6013,CN7013,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6014,CN7014,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6015,CN7015,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6016,CN7016,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6017,CN7017,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6018,CN7018,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6019,CN7019,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6020,CN7020,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6021,CN7021,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6022,CN7022,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6023,CN7023,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6024,CN7024,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6025,CN7025,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6026,CN7026,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6027,CN7027,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6028,CN7028,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6029,CN7029,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6030,CN7030,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6031,CN7031,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
